what,kind,bundleId,bundleVersion,description,time
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1276536051156
java.specification.version,sysinfo,,,"1.6",1276536051156
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1276536051156
java.version,sysinfo,,,"1.6.0_19",1276536051156
java.vm.info,sysinfo,,,"mixed mode, sharing",1276536051156
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1276536051156
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1276536051156
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1276536051156
java.vm.specification.version,sysinfo,,,"1.0",1276536051156
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1276536051156
java.vm.version,sysinfo,,,"16.2-b04",1276536051156
started,bundle,org.eclipse.team.ui,3.5.0.I20090430-0408,"org.eclipse.team.ui",1276536051343
started,bundle,org.eclipse.mylyn.commons.net,3.2.0.v20090617-0100-e3x,"org.eclipse.mylyn.commons.net",1276536051359
started,bundle,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console",1276536051906
started,bundle,org.eclipse.mylyn.commons.ui,3.2.2.v20090912-0400-e3x,"org.eclipse.mylyn.commons.ui",1276536052093
started,bundle,org.eclipse.team.cvs.ui,3.3.201.R35x_v20090826-0905,"org.eclipse.team.cvs.ui",1276536052234
started,bundle,org.eclipse.epp.usagedata.ui,1.1.0.R200906100410,"org.eclipse.epp.usagedata.ui",1276536052359
started,bundle,org.eclipse.mylyn.bugzilla.core,3.2.2.v20090912-0400-e3x,"org.eclipse.mylyn.bugzilla.core",1276536052484
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.2.2.v20090912-0400-e3x,"org.eclipse.mylyn.bugzilla.ui",1276536052609
started,bundle,org.eclipse.mylyn.context.core,3.2.2.v20090912-0400-e3x,"org.eclipse.mylyn.context.core",1276536052937
started,bundle,org.eclipse.mylyn.context.ui,3.2.2.v20090912-0400-e3x,"org.eclipse.mylyn.context.ui",1276536052953
started,bundle,org.eclipse.mylyn.tasks.ui,3.2.2.v20090912-0400-e3x,"org.eclipse.mylyn.tasks.ui",1276536053359
started,bundle,org.eclipse.mylyn.team.ui,3.2.2.v20090912-0400-e3x,"org.eclipse.mylyn.team.ui",1276536053406
started,bundle,org.eclipse.update.scheduler,3.2.200.v20081127,"org.eclipse.update.scheduler",1276536053468
started,bundle,org.eclipse.update.core,3.2.300.v20090525,"org.eclipse.update.core",1276536053531
